duration,src_bytes,dst_bytes,count,srv_count,protocol,flag,attack
0.6414,66,720,22,28,0,0,0
0.0567,74,130,180,56,1,0,1
0.0712,11647,1257,34,22,1,0,0
0.6781,310,8379,5,5,0,0,0
0.0368,1030,3703,37,28,0,0,0
0.3568,33822,36,175,46,0,2,1
0.3989,426,834,29,11,2,0,0
0.1923,5867,5,180,21,1,0,1
0.1758,4578,205,149,30,1,2,1
0.4411,563,66,7,29,1,2,0
0.299,774,39,83,11,0,2,1
0.3946,2050,7133,56,32,0,0,0
0.3062,151,599,69,10,0,0,0
0.5292,3,26751,16,10,0,1,0
0.0511,19,1184,64,37,0,2,1
0.9317,4262,54,32,7,0,2,0
0.0244,325,9104,54,12,0,0,0
0.2926,206,227,77,23,0,0,0
0.6935,1175,1207,48,30,2,0,0
0.2889,8,4,52,38,0,2,1
0.1569,28,173,14,21,0,0,0
0.3211,6921,730,87,65,1,3,1
0.0809,520,265,33,31,0,0,0
0.3,244,147,39,14,1,0,0
0.0579,1300,2660,73,17,0,0,0
0.3214,10,67,33,18,0,1,0
0.1336,7954,512,77,62,1,2,1
0.305,1309,43,220,8,0,0,1
0.1703,769,1166,35,20,0,2,0
0.0855,64,152,46,9,1,0,0
0.3548,69,62531,34,18,0,1,0
0.21,799,1,268,61,0,1,1
2.1654,354,182,13,31,1,0,0
1.0252,79,320,66,22,1,1,1
0.2164,30,25598,7,31,0,2,0
0.5471,1312,2700,27,2,1,0,0
0.3839,14161,7,270,7,0,1,1
1.0001,1261,145,63,24,0,2,0
1.0093,701,216,18,19,1,0,0
0.056,2091,1686,45,10,0,0,0
0.2318,895,14,79,2,1,2,0
0.4308,18933,20,93,41,2,3,1
0.4104,70,1321,54,8,0,0,0
0.3636,4109,74,45,65,1,1,1
0.3764,1072,168,61,27,1,1,1
0.0989,153,630,34,24,0,0,1
0.0844,22426,23,165,58,0,2,1
0.4176,2576,212,27,8,1,0,0
0.4139,834,8498,66,15,0,0,0
0.5638,4643,2,32,30,0,0,0
0.1761,217,13,135,42,1,0,1
1.0703,588,3843,35,29,1,1,0
0.2553,31,23,53,22,1,0,0
0.0966,97,323,22,20,2,0,0
0.1017,276,5,38,38,1,1,1
0.6799,1594,6803,71,29,0,0,0
0.3971,89,5350,32,22,0,2,0
0.0273,1436,829,31,8,0,2,0
1.5698,3,19,28,26,1,0,1
0.0432,2252,11740,55,3,0,0,0
1.0435,76,12,221,32,1,1,1
0.0263,6674,7117,15,25,0,3,0
0.7716,85,2090,77,17,1,0,0
0.0943,339,22043,38,28,0,1,0
0.6229,15,6001,11,17,0,2,0
0.2869,21,692,50,22,2,1,0
0.6013,193,3572,16,1,0,0,0
0.7688,45,745,75,21,2,0,0
0.204,1125,691,48,15,0,0,0
0.1238,2320,261,66,15,0,3,1
0.2024,1442,6257,270,31,0,2,1
0.0205,194,18552,54,27,0,0,0
0.0846,494,14,186,12,0,0,1
0.3325,404,1415,55,11,0,2,0
0.4613,2,15932,30,5,1,0,0
0.3458,2139,4861,106,61,1,0,1
1.6026,121,5535,35,3,1,0,0
0.3797,110,47,126,30,0,1,1
1.9789,225,795,76,10,0,0,0
0.5157,2347,4,24,8,0,2,0
0.2014,517633,255,211,29,0,0,1
0.2621,18053,87,127,22,0,1,1
2.0055,85,2694,53,4,0,0,0
0.9245,3097,215,42,19,1,1,0
1.5438,92,449,53,34,0,3,0
0.7872,612,25875,10,33,1,1,0
0.0946,6848,2864,37,20,0,0,0
0.0158,37155,1934,211,42,0,3,1
0.0139,8306,3079,73,11,0,0,0
0.193,497,62,223,36,0,0,1
0.0945,9749,32,23,32,0,3,0
0.2489,6798,1587,10,20,0,1,0
0.1869,4069,165,61,4,1,0,0
0.4626,7,5235,51,29,0,0,0
0.2316,240,113,28,10,0,0,0
0.1994,136,0,73,54,0,3,1
0.6078,144,6256,145,51,0,0,1
0.142,48,15,75,56,1,3,1
0.0987,1021,20,253,15,1,1,1
0.1671,32482,376,34,33,0,2,0
0.1629,4810,1694,42,27,0,0,0
0.6302,14946,2164,7,17,1,0,0
0.0771,293,44,252,55,0,0,1
0.2617,597,14697,104,48,0,1,1
1.5847,18,12,22,7,0,3,0
0.304,147,83,231,46,0,1,1
0.7197,488,1155,122,8,1,1,1
0.4146,3685,129,162,44,0,0,1
0.058,245,578,3,6,0,0,0
0.3353,1731,0,170,31,0,2,1
0.3611,2446,203,43,28,0,3,0
0.054,1135,3196,90,64,1,0,1
0.3265,83,380,13,4,0,0,0
0.3208,1208,1730,9,30,2,0,0
0.1596,1049,9,63,14,2,0,0
0.0056,1204840,193,94,6,0,1,1
0.1764,218,19677,17,23,0,0,0
0.1427,259,248,56,22,0,0,0
1.076,2330,474,132,19,0,2,1
0.186,264,72644,59,34,1,1,0
0.3074,363,50,64,24,1,1,0
0.4641,3275,1132,145,8,1,0,1
0.4842,25,2913,21,29,1,1,0
0.309,2971,40,7,12,2,0,0
0.0836,81,2168,278,64,0,0,1
0.043,811,8,49,25,0,3,0
0.2085,959,1044,63,19,0,1,0
0.0833,27777,10902,11,9,0,2,0
0.0256,251,0,205,37,2,1,1
1.6646,18,4808,69,18,2,0,0
0.1654,5287,119,177,58,0,0,1
0.7314,109,556,172,6,0,1,1
0.5847,102,71,15,13,0,2,0
0.5815,8512,5,75,26,0,3,0
0.4356,1934,44,8,31,2,2,0
0.2628,436,2234,26,32,0,1,1
0.4354,596,194,55,6,0,0,0
0.4044,187,3358,4,17,0,2,0
0.3474,64,151,166,26,0,2,1
0.126,2469,510,248,15,0,1,1
0.0876,11095,181,296,69,2,0,1
0.0423,118686,85,112,48,1,1,1
0.5602,774,8223,49,22,0,0,0
0.1524,208,38655,180,53,1,2,1
0.4779,3227,1175,285,37,2,3,1
0.244,1841,139,68,8,1,1,0
0.1369,42,11,3,14,0,0,1
0.5878,59,153,56,11,0,0,0
0.482,35,7098,50,2,0,0,0
0.7141,9609,12,42,18,0,0,1
1.1832,15,55,75,9,2,3,0
0.133,2728,10,96,14,1,3,1
1.5529,2151,898,39,15,0,0,0
0.7862,44680,95,25,11,1,0,0
0.5287,5671,317,136,27,1,0,1
1.1961,145,391,62,33,1,0,0
0.0958,298,559,280,39,2,1,1
0.7522,55940,74,78,4,2,0,0
0.0337,7842,34,84,46,1,2,1
0.5757,8854,91,13,12,0,0,0
1.7499,6519,10844,72,3,2,3,0
0.0934,3387,924,232,28,2,0,1
0.3542,1,821,70,29,1,0,0
0.1686,36,341,36,9,1,0,0
0.0479,752,73,141,18,1,1,1
0.4587,646,40475,26,32,2,0,0
0.6151,9527,787,46,31,0,0,0
0.2149,48,1039,64,28,0,1,0
1.7968,233,287,67,34,2,0,0
0.0646,3675,43,156,28,1,3,1
0.0266,255,1067,10,29,0,0,0
0.1173,10,1947,167,23,1,0,1
0.0039,930,8036,43,30,1,3,0
0.2373,1641,1737,268,42,0,1,1
0.7527,3049,1009,40,33,1,0,0
0.2416,958,1432,63,2,0,1,0
0.1997,72,95,203,12,0,0,1
0.1522,8006,691,65,8,0,2,0
0.496,1442,59,52,32,0,0,0
0.7258,355812,82,299,62,1,0,1
0.4568,9032,2,248,58,1,0,1
0.1248,189,780,37,5,0,0,0
1.087,8,1557,71,28,1,1,0
0.4271,22,1871,16,12,0,1,0
0.1216,582,560,19,21,0,0,0
0.0622,1334,515,71,29,0,1,0
0.1222,14976,1707,26,23,2,0,0
1.1433,1549,2914,60,15,0,3,0
0.1826,411,38,22,31,0,1,0
0.5278,256,356,52,5,0,0,0
0.035,702921,3,254,7,0,1,1
0.0586,936,81,46,24,0,0,0
0.3705,188,50,281,38,1,2,1
0.2017,1272,2142,60,25,2,2,0
0.1297,633,802,8,22,0,0,0
0.0465,877,2368,271,28,2,0,1
0.2533,632,85,192,52,1,0,1
0.4728,312,8048,51,26,1,0,0
0.8812,3593,243,54,13,0,1,0
0.2354,3833,1017,67,10,2,0,0
0.1087,505,1222,53,54,1,2,1
0.4852,114908,4022,130,20,1,2,1
1.2426,91560,278,137,40,0,2,1
0.3907,74,7,47,11,0,0,0
0.3171,85,2731,77,26,1,0,0
0.152,47274,7,155,15,0,0,1
0.528,20,60,51,11,1,1,0
1.514,661,53,54,30,0,1,0
0.4278,72,2320,33,13,0,0,0
0.0416,9,676,76,4,2,0,0
0.2831,85,55,9,12,1,0,0
0.1584,1188,302,72,28,0,3,0
0.0451,32,1315,29,18,1,3,0
1.3412,653,391,72,34,1,0,0
0.0263,116,365,28,10,0,0,0
0.9965,433,2747,46,13,1,0,0
0.5115,1,52,40,11,0,0,0
0.007,6382,7091,18,30,0,0,0
0.6555,2980,828,55,17,0,0,0
2.5317,349,390,30,14,0,0,0
0.4255,10736,1322,79,34,1,0,0
0.0764,440,799,76,28,2,1,0
0.5476,492,537,57,15,1,3,1
0.0249,2515,47,28,27,0,2,0
0.401,138,107,23,18,0,0,0
1.2431,17005,7,190,63,0,3,1
0.303,587,142,23,25,1,0,0
0.2135,17,84,155,16,1,1,1
0.4102,71,16,9,17,1,3,0
0.1497,2082,41,156,48,1,0,1
0.1106,320,314,13,7,0,2,0
2.05,0,505,41,2,1,0,0
0.2469,188,136,175,48,1,0,1
0.9355,103,963,40,31,2,0,0
0.3562,1256,3117,78,19,0,0,0
0.0327,56,2,229,63,0,0,1
0.1395,4783,392,161,61,1,0,1
0.0747,15,190,47,15,1,2,0
0.3265,2158,41,32,13,0,1,0
0.1066,25,18,19,4,0,0,0
0.2053,15,2123,3,10,1,2,0
0.2085,58,21426,79,2,1,0,0
0.3586,1408,227,69,30,0,3,0
0.6852,6759,1578,52,23,0,0,0
0.2989,1704,2581,266,18,2,0,1
0.2342,36,114,8,17,0,0,0
0.2503,39,54102,42,8,1,0,0
0.021,110590,484,15,20,1,0,1
0.2133,198,217,63,1,0,0,1
0.2543,13,149,53,20,0,1,0
0.1433,37,78,36,14,0,0,0
0.0339,16,46,90,47,1,0,1
0.4058,697,236,74,2,1,2,0
0.4087,2001,781,76,25,0,0,0
0.7405,207,562,79,28,0,2,0
0.4411,57289,49,59,17,0,2,1
0.1643,1671,1049,287,37,1,0,1
0.0525,69,18,52,30,1,0,1
0.4114,2261,2,232,33,0,2,1
0.8183,12241,116,2,12,1,2,0
0.3455,1257,14,147,65,1,1,1
0.2657,44,3136,32,15,0,0,0
0.1745,2723,2428,73,34,0,0,0
0.3842,1557,382,192,7,0,2,1
0.4889,2864,584,32,30,0,3,0
0.687,294,22679,57,32,0,0,0
0.5119,656,26,275,52,0,2,1
0.2207,2579,431,14,2,1,0,0
0.8935,618,397,41,3,0,0,0
2.7158,174,9919,51,24,0,1,0
0.7691,35411,60,192,40,2,1,1
0.7158,295,156,28,10,2,0,0
0.2385,8607,425,114,69,0,0,1
0.6485,61845,40705,8,5,0,2,0
0.1084,6,76056,75,26,1,1,1
0.3963,1113,96,8,6,1,0,0
0.2133,2145,4057,79,12,0,0,0
0.268,7331,952,89,55,0,0,1
0.324,253,1503,11,27,1,1,0
0.588,3,7,34,13,0,3,0
0.0597,133,872,53,15,1,1,0
0.1349,2931,1575,70,20,0,0,0
2.7929,937,3562,38,9,1,1,0
0.0603,8585,232,156,60,0,1,1
0.2893,267,106,71,6,1,0,0
0.9768,103,412,76,19,0,2,0
0.2649,268,1067,16,26,1,0,0
0.1165,170,10,12,23,2,3,0
0.1876,600,559,64,31,1,0,0
0.1647,4639,1407,59,2,2,0,0
1.0438,358,437,49,11,0,0,0
0.174,11304,1082,36,46,1,1,1
0.2703,137,7404,37,24,2,0,0
0.7814,4962,784,279,17,1,3,1
0.5504,8,429,16,14,2,0,0
0.0095,26,4889,29,2,0,2,0
0.6596,1632,3296,23,6,2,0,0
0.0556,8522,2,232,45,1,0,1
0.5778,264,72480,34,3,0,0,0
0.4167,12553,218,183,31,0,1,1
0.0837,4498,1055,69,3,1,0,0
0.4893,19,75,77,12,0,0,0
2.0356,23,255,2,24,1,0,0
0.6074,1,409,1,6,2,2,0
0.252,2594,611,20,32,2,2,0
1.5354,373,77,44,32,0,0,0
0.6538,5035,665,25,27,1,0,0
0.2017,3944,218,26,17,1,0,0
0.3912,622,423,73,20,1,0,0
0.106,515980,31,116,44,1,2,1
1.7497,154,27,51,1,1,0,0
0.0168,1698,113,25,3,1,0,0
0.7744,99,5,265,47,1,0,1
0.348,2598,69,35,18,2,0,0
0.1437,84,34476,7,34,1,0,0
0.1362,100407,17,47,26,0,0,0
1.051,1666,3566,14,23,0,2,0
0.9868,74,141,68,21,0,1,0
0.8569,20539,329,217,67,2,2,1
0.4504,17,817,62,2,1,0,0
3.867,7,384,12,9,0,0,0
0.2432,7930,403,27,18,0,0,0
0.9014,85,7,79,31,1,0,0
0.0344,17678,15,12,11,0,0,0
1.1369,111,322,26,16,0,0,1
0.7871,6400,10311,49,32,1,1,0
0.2388,53804,13,174,52,0,2,1
0.6143,251,292,48,3,1,0,0
0.2914,363,72,76,8,1,0,0
0.1212,7,6,20,1,1,1,1
0.6956,4333,521,11,22,0,0,0
0.8748,4578,6805,58,34,0,0,0
1.2665,142,1664,14,8,1,0,0
0.6326,1252,37,41,23,1,0,0
0.2268,3303,61,69,56,0,0,1
0.5797,26,1,179,52,1,0,1
0.2456,143,980,79,21,1,0,0
0.0448,631,10,241,65,0,2,1
0.2964,1580,554,44,21,0,0,0
0.1191,17091,1,94,49,0,1,1
0.1311,63,38,48,1,1,3,0
0.2805,1079,433,1,21,0,0,0
0.0753,451,204313,31,26,0,2,0
0.0511,1696,1587,153,48,1,0,1
0.4214,842,132,54,34,0,0,0
0.3952,82,14907,32,9,0,3,0
0.0917,4,309,11,19,2,2,0
0.241,654,659,12,33,0,0,0
1.0891,1404,287,33,25,1,0,0
0.1666,509,337,31,3,1,1,0
0.0197,1014,9737,59,12,1,2,0
0.0456,493,8,250,16,1,1,1
0.3028,1407,111,277,47,1,1,1
0.0295,13676,233,74,4,0,0,1
0.0108,2102,3,81,63,1,1,1
0.0337,1731,202,60,28,1,0,0
0.5315,1559,371,18,12,0,0,0
0.4434,3854,695,67,33,1,0,0
0.1998,76,4045,24,30,0,1,0
0.1295,306,256,20,17,0,0,0
0.5927,4623,21,37,32,0,0,1
0.9155,41,279,9,5,1,0,0
0.3279,23319,18127,19,24,0,0,0
0.4604,2873,2740,21,24,0,0,0
0.1441,3638,4,209,57,1,1,1
0.9657,1705,4672,15,33,1,0,1
0.1551,850,7537,40,10,0,0,0
0.3049,396,2247,26,19,1,1,0
0.803,980,46,256,34,2,1,1
0.142,403,742,13,27,1,0,0
0.5855,112,56887,16,22,0,2,0
0.3182,282,7208,19,10,0,0,0
0.0961,445282,160,298,20,1,0,1
0.6348,57,1692,30,22,0,2,0
0.2125,21812,3218,36,27,0,0,0
0.2733,29,3118,61,24,0,0,0
0.0222,410,917,23,1,1,0,0
0.243,16052,167,46,33,1,0,0
0.7747,894,182,49,20,0,2,0
0.1773,54,110,47,10,0,2,0
0.055,18,14137,49,27,0,0,0
0.1759,1301,15,181,56,1,1,1
0.1385,25,7030,33,8,1,0,0
0.5375,6123,732,64,20,0,0,0
0.2933,787,5904,34,3,1,0,0
0.0228,473,45,18,3,0,2,0
0.0279,326,991,17,5,0,0,1
0.4344,855,9,77,66,0,2,1
0.196,816,430,21,33,0,0,0
1.0647,11432,2924,49,2,0,0,0
0.2229,30929,15,150,69,0,1,1
0.0084,1263,282,1,27,0,0,0
0.6353,21,260,75,20,2,0,0
0.7457,820,34,193,45,0,1,1
0.184,1298,810,51,30,1,3,0
0.8433,119,59,52,28,0,0,0
0.1246,55653,27,72,25,0,0,0
0.0099,357,3011,68,29,0,0,0
0.3597,541,8043,16,26,0,0,0
1.108,82,72,25,12,0,0,0
0.0242,491,13,195,20,1,2,1
0.2255,186725,2,237,54,1,1,1
0.1444,22952,2756,38,11,1,2,0
0.0837,201,164,39,24,2,0,0
0.8454,347,14,37,2,1,0,0
0.6801,318,6511,24,8,0,0,0
0.1348,262,5,70,22,1,3,0
0.1913,297,217,53,9,0,0,0
0.0781,96,490,59,22,0,0,0
2.0219,14646,816,41,5,0,1,0
0.0103,2045,48,212,48,0,0,1
1.2251,7284,1576,13,10,0,0,0
0.023,139,80,77,66,0,2,1
0.1455,1018,1227,77,13,1,2,0
0.3539,37,132,20,4,2,1,0
0.2027,152419,1790,117,51,0,2,1
0.7039,1331,80,243,55,1,1,1
1.0853,5613,5183,79,31,0,0,0
1.7504,330,951,58,1,1,2,0
0.1613,1318,95,179,22,1,3,1
0.1614,879,5300,69,55,0,2,1
0.1849,14,441,47,2,1,0,0
0.3317,31236,1928,15,20,0,0,0
0.3151,296398,4,137,34,0,2,1
0.2396,12,241,178,26,1,3,1
0.0469,6,239,77,11,0,3,0
0.0981,2809,97,6,13,2,0,0
0.673,1110,460,79,18,0,2,1
0.2584,0,13,2,28,0,3,0
1.0997,317,11,131,48,1,2,1
0.1784,76836,17,198,51,1,1,1
0.0271,25009,4,47,56,1,2,1
0.0328,29828,1727,133,57,1,0,1
0.2544,3295,10092,60,32,0,0,0
0.1742,120,357,34,1,0,2,0
0.4606,2716,15,253,16,1,2,1
0.2931,4300,189,66,9,0,3,0
0.4455,3768,174,45,6,0,0,0
0.1364,41,6380,5,4,0,0,0
0.2469,627,159,39,5,0,2,0
0.2825,79,40,32,5,1,0,1
0.1831,906,10171,54,1,0,0,0
0.0044,176,18,78,27,0,1,1
0.4282,8640,56,22,18,0,0,0
0.1771,31906,698,98,20,0,0,1
0.8422,167,825,12,22,0,1,0
0.516,951,6174,4,1,1,0,0
0.1153,26885,1353,31,9,0,0,0
0.0024,22,688,78,19,1,2,1
0.3013,9734,196,68,26,2,0,1
0.0155,615,26196,164,15,2,2,1
0.4216,23961,112,286,13,1,0,1
0.3157,44640,84398,182,12,0,0,1
0.0714,634,130,43,26,1,0,0
1.4322,105,220,37,5,0,1,0
0.2121,1198,42,38,29,1,0,0
0.0155,217,7,237,25,1,1,1
0.9175,1384,3265,5,32,1,0,0
0.2332,7710,44,297,19,1,0,1
0.7852,133,29903,25,34,0,0,0
2.3243,1461,7220,67,2,0,3,0
0.5621,1924,14865,24,2,0,0,0
0.0575,6999,372,61,13,1,0,0
0.6989,1547,137,32,11,0,0,0
0.5828,544,622,31,21,0,2,0
0.6903,175,768,62,13,0,0,0
0.5471,17343,64768,50,13,0,2,0
0.5478,12,513,66,29,0,2,1
0.3374,720,411,55,2,1,0,0
0.3776,2248,601,21,27,1,1,1
0.1499,148,1176,201,19,1,2,1
1.6886,474,324,38,29,1,0,0
0.0586,5565,16,57,3,0,0,0
0.2033,5297,65,290,50,1,0,1
0.0746,5865,25,58,38,0,0,1
0.3342,17,332,40,7,0,0,0
0.1586,103,8726,33,17,0,1,0
0.7904,680,400,67,43,1,1,1
0.0895,2592,194,60,25,1,1,0
0.907,359,567,55,24,0,0,0
0.0848,13907,91,16,34,0,2,0
0.0096,158,1648,91,14,1,2,1
0.0098,851,1,30,7,0,1,1
0.1432,1475,27623,46,3,0,1,1
0.1516,2125,9293,33,19,1,0,0
0.4427,75,760,15,5,2,0,0
0.1807,40201,26,10,24,1,0,0
1.2767,152,325,15,5,0,0,0
0.0388,8260,227,18,14,0,2,0
1.3999,225,57,34,18,2,0,0
0.7725,932,603,10,12,0,2,0
0.3174,2200,388,275,39,0,1,1
0.0593,3753,1867,5,24,0,0,0
0.5635,50474,15,155,55,1,2,1
0.1945,2414,174,204,14,0,0,1
0.0549,1772,117,10,31,1,0,0
0.1644,26358,57,268,48,0,3,1
0.1616,313,6,293,32,1,1,1
0.7955,391,438,41,31,0,3,0
0.5379,8276,1702,44,21,2,1,0
2.2559,325,450,14,34,0,3,0
0.4612,1171,19,128,12,2,0,1
0.2022,3,218,4,33,1,0,0
0.1082,1652,503,53,3,0,0,0
0.2919,16,2683,52,7,0,0,1
0.4642,148,81,69,20,0,0,1
0.0794,5339,301,95,52,0,1,1
0.8459,130,1455,68,26,0,3,0
0.011,1280,29,25,33,1,0,0
0.2739,67078,4596,123,30,0,0,1
0.2021,13,29,199,33,1,3,1
0.266,501,1010,70,5,0,0,0
0.429,116,6,233,37,0,1,1
0.3112,11275,188,211,41,1,3,1
0.69,768,3242,5,15,0,2,0
0.2664,1096,3967,60,22,0,0,0
0.0006,11940,1417,69,20,1,0,0
0.0546,13406,1264,49,28,0,0,0
0.0472,16828,4150,203,67,1,1,1
0.136,5549,36924,28,8,0,0,0
0.8657,194,219,43,16,2,0,0
0.039,137,1,284,59,1,0,1
0.0587,948,219,41,19,0,0,0
0.029,3657,2701,39,3,1,1,0
0.1531,36,53816,37,12,0,0,0
0.4227,18545,66,296,33,2,1,1
0.1177,349,103,65,29,2,1,0
0.1215,36072,64,72,13,0,1,1
0.3914,4439,482,71,13,1,1,0
0.0998,36,119,202,51,1,1,1
0.7548,824,6598,21,23,1,0,0
0.1553,5,67,118,44,0,2,1
0.534,502,646,32,10,0,2,0
0.2923,116,1825,50,33,1,3,0
0.072,98,824,298,34,1,0,1
0.69,2154,222,89,63,1,0,1
0.1762,1452,58,39,13,0,0,0
0.2414,80,6,58,43,1,2,1
0.2515,8,22,131,19,1,1,1
0.2249,86,309,46,22,0,2,0
0.705,3492,1374,65,18,0,2,0
0.4513,20481,326,71,23,1,2,0
0.3027,820,618,69,6,0,2,0
0.261,21,2260,41,26,1,0,0
0.2554,51,169,63,32,0,0,0
0.1094,412,535,209,58,1,1,1
0.3434,391,603,203,59,0,1,1
0.3215,1655,4,200,29,1,1,1
1.3688,44,886,2,31,0,0,1
0.0009,7999,71,105,12,0,0,1
0.4784,647,113,245,42,0,0,1
0.0083,273,349,65,16,1,0,0
0.2243,645,25,43,2,1,0,0
0.0137,160,172,5,27,0,0,0
0.359,440515,2327,58,12,0,0,0
0.1735,104070,33,282,10,0,0,1
0.3991,298,554,14,17,1,1,0
1.1325,207,1341,38,32,0,0,1
0.9688,917,1270,74,18,1,0,0
0.2125,3021,212,292,9,1,0,1
0.1414,5657,26,290,15,0,0,1
1.0333,439,509,53,1,0,0,0
0.1808,154,503,26,17,0,0,0
0.3315,16,262,51,5,0,0,0
0.2265,3581,12546,11,9,0,2,0
1.827,2718,283,14,1,1,1,0
0.1954,977,439,225,46,0,3,1
0.0943,80,6,232,35,0,2,1
1.2825,11694,47,77,32,1,0,0
0.8419,73,296,68,7,0,0,1
0.5226,77,794,73,31,1,2,0
0.4019,380,17268,58,24,1,1,1
0.1605,94,55222,64,5,0,2,0
0.4991,10233,72368,9,22,0,3,0
0.1744,2323,15,22,11,2,2,0
0.3984,19111,1,277,21,2,2,1
0.1092,4182,142,114,24,1,0,1
0.19,8409,28,41,36,0,2,1
0.5852,205,0,24,21,0,3,0
0.3941,681,1167,2,20,0,0,0
0.0451,2392,183,50,21,1,0,0
0.6987,65,238,52,28,1,0,0
0.0874,94,25663,72,11,1,0,0
0.4602,3837,11,119,9,1,1,1
0.0764,3719,246,45,24,0,0,0
0.5415,28,17,55,13,1,0,0
0.1406,2,140,26,5,0,3,0
2.3143,97,19153,24,32,0,0,0
0.0079,410,304,64,27,1,0,1
0.236,1099,8634,18,1,1,1,0
0.0055,5298,10386,66,14,0,0,0
0.6596,360133,34,48,14,0,2,1
0.3535,1421,1604,34,12,0,3,1
0.8306,265,331326,45,14,2,0,0
1.435,113,2692,23,21,1,1,0
0.6575,102,1559,6,6,1,0,0
0.2698,1397,224,63,31,0,2,0
0.0524,70707,315,109,40,1,2,1
1.072,381,2832,206,11,0,0,1
0.19,23,4043,32,8,1,0,0
0.1892,205,728,74,8,0,0,0
1.1193,3368,70,260,6,2,2,1
0.2789,21693,65,196,33,1,0,1
0.2235,44,21,31,16,0,3,0
0.6665,20,512,61,1,0,0,0
0.0142,20,468,79,17,0,0,0
0.0745,23667,7066,60,33,0,0,1
0.0192,185,576,67,16,0,2,0
0.6915,7,1092,49,32,1,0,0
0.3976,66,3057,79,15,1,0,0
0.1299,4524,1878,27,17,0,0,0
0.1134,2351,462,7,2,0,3,0
0.3635,1556,594,58,6,0,1,0
0.3237,26,275,275,15,1,0,1
0.1019,752,1,207,58,1,0,1
0.2165,140,29119,56,33,0,2,0
0.003,73,115,38,6,0,0,0
0.4215,93,1,57,19,0,3,1
0.2692,87,505,141,46,0,2,1
0.3343,62,117,69,12,0,0,0
0.048,10831,405,74,4,1,2,0
0.3428,6195,4760,33,17,1,0,0
0.365,1457,66,95,32,1,2,1
0.0317,252,268,73,13,0,0,0
0.8387,170,1753,68,18,1,1,0
0.6697,17,440,74,2,0,3,0
1.2647,96,63,76,6,1,2,0
0.1575,3463,9,272,58,0,1,1
0.1309,643,106,268,15,0,1,1
0.0886,70352,34,217,44,0,0,1
0.3538,376,4463,13,28,0,0,0
0.1383,64,63,76,10,1,0,0
2.1328,2163,269,5,27,0,0,0
0.4626,2626,158,61,32,2,2,0
0.0817,24,29810,6,12,2,1,0
0.554,7369,46273,45,13,1,2,0
0.585,12,0,201,59,0,0,1
0.4506,857,50,60,32,1,0,0
1.2021,10142,55358,76,15,1,0,1
1.4739,633,5195,63,25,2,3,0
0.3747,25,26,8,6,1,0,0
0.1042,250,16,182,18,2,0,1
0.0443,51235,269,279,65,2,0,1
0.4639,0,2370,13,1,0,0,0
0.167,64,7526,56,11,0,0,0
0.1925,18007047,20,150,30,0,1,1
0.2442,49,183,49,8,0,0,0
0.3949,59,2314,11,10,1,0,0
0.8798,308,4905,70,21,0,2,1
0.0749,11906,72,278,64,0,1,1
0.0098,886,22,35,21,2,1,0
0.3597,21,1668,54,7,1,2,0
0.026,16304,1256,295,30,2,2,1
0.3318,284,2915,66,7,1,0,0
1.2013,2,55,25,6,0,0,0
0.2354,129,133,193,33,1,2,1
0.1737,3227,647,255,20,1,2,1
0.4106,260,312,60,13,2,0,0
0.1885,1841,85,191,68,1,1,1
1.0533,5313,1546,167,7,0,1,1
0.6957,5024,226,79,35,1,0,1
0.0201,390191,1,58,18,0,0,1
0.3342,598,316,37,24,0,0,0
0.0367,261,6,1,14,1,2,0
0.2209,3416,1858,91,50,1,3,1
0.0001,113,525,222,7,0,1,1
0.2965,3438,53,69,29,1,0,0
3.603,37,21035,48,12,0,2,0
0.5353,38,363,42,8,0,0,0
0.8793,251,61,78,13,1,0,0
0.4015,4791,412,49,15,0,0,0
0.3334,1093,153374,20,4,1,0,0
0.4378,169,339,78,28,0,1,0
0.79,2584,1147,64,21,0,2,0
0.8646,2179,239,40,22,1,0,0
0.4428,10,850,44,8,1,2,1
1.7099,3570,285,71,16,0,0,0
0.1747,12741,4552,274,32,1,1,1
0.1214,2659,2,111,18,1,2,1
0.0919,45,537,27,34,0,0,0
0.0938,6659,13,171,69,1,2,1
0.1956,9758,1,113,20,1,1,1
0.0378,7,21443,63,27,0,0,0
0.4492,1462,1000,56,33,2,2,0
0.0369,7989,150,81,29,0,2,1
0.0283,5492,219,26,29,0,2,0
0.3918,1019,760,61,20,0,2,0
0.1322,3497,1472,293,33,0,1,1
0.3207,672,192,20,9,0,3,0
0.0866,4895,27,11,28,0,0,0
0.1048,261,0,143,12,0,1,1
0.0758,4812,297,14,9,0,2,0
0.2076,67,5,264,18,1,1,1
0.0631,23,159,43,17,0,0,0
0.0759,4409,6953,77,19,0,3,0
0.8817,16,150,44,24,0,0,0
0.5211,2036,11,261,17,1,1,1
0.0528,300,2,14,30,1,1,0
0.2294,5473,16,218,57,0,0,1
0.6105,18,93,33,66,1,1,1
0.3272,40,108,22,33,0,0,0
1.707,51,2131,14,12,0,0,0
0.3612,31,5089,66,25,1,0,0
0.0576,371,184,50,33,0,0,0
0.2482,187,548,37,1,0,0,0
0.1461,235,135,31,19,2,0,0
2.5689,149,292,36,19,0,3,0
1.4642,671,92,62,14,0,1,0
0.0053,73,270,31,13,2,2,0
0.4484,978,817,226,69,0,0,1
